Prefixo,Data e Hora,Série,SAM,Versão,EOD,RecVer,HotVer,LineVer,BD Ver,Device,WhoComm,Operadora,Tempo(seg.),Erro,Unnamed: 15
37511,2025-04-09 04:21:35,67722.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,16.0,(0000): Comunicação Ok.,
37511,2025-04-09 03:51:02,67722.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
37511,2025-04-09 03:20:29,67722.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
37511,2025-04-09 02:48:55,67722.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,16.0,(0000): Comunicação Ok.,
37511,2025-04-09 02:19:01,67722.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,16.0,(0000): Comunicação Ok.,
37511,2025-04-09 01:47:39,67722.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
37511,2025-04-09 01:17:07,67722.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
37511,2025-04-09 00:47:39,67722.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
37511,2025-04-09 00:17:43,67722.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
39007,2025-04-10 04:44:54,66837.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,BD3043,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
39007,2025-04-10 04:14:59,66837.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,BD3043,Val,Nenhuma,16.0,(0000): Comunicação Ok.,
39007,2025-04-10 03:44:26,66837.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,BD3043,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
39007,2025-04-10 03:14:32,66837.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,BD3043,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
39007,2025-04-10 02:44:16,66837.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,BD3043,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
39007,2025-04-10 02:12:29,66837.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,BD3043,Val,Nenhuma,18.0,(0000): Comunicação Ok.,
39007,2025-04-10 01:41:54,66837.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,BD3043,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
39007,2025-04-10 01:11:21,66837.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,BD3043,Val,Nenhuma,23.0,(0000): Comunicação Ok.,
39007,2025-04-10 00:41:10,66837.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,BD3043,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
39007,2025-04-10 00:10:55,66837.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,BD3043,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
39007,2025-04-09 23:40:29,66837.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,BD3043,Val,Nenhuma,18.0,(0000): Comunicação Ok.,
39007,2025-04-09 03:47:18,66837.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,BD3043,Val,Nenhuma,16.0,(0000): Comunicação Ok.,
39007,2025-04-09 03:16:45,66837.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,BD3043,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
39007,2025-04-09 02:46:50,66837.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,BD3043,Val,Nenhuma,16.0,(0000): Comunicação Ok.,
39007,2025-04-09 02:16:18,66837.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,BD3043,Val,Nenhuma,16.0,(0000): Comunicação Ok.,
39007,2025-04-09 01:46:23,66837.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,BD3043,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
39007,2025-04-09 01:16:27,66837.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,BD3043,Val,Nenhuma,16.0,(0000): Comunicação Ok.,
39007,2025-04-09 00:45:43,66837.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,BD3043,Val,Nenhuma,18.0,(0000): Comunicação Ok.,
39007,2025-04-09 00:14:52,66837.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,BD3043,Val,Nenhuma,19.0,(0000): Comunicação Ok.,
39010,2025-04-10 04:55:19,67666.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,32.0,(0000): Comunicação Ok.,
39026,2025-04-10 04:23:15,67477.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,16.0,(0000): Comunicação Ok.,
39026,2025-04-10 03:51:54,67477.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
39026,2025-04-10 03:21:59,67477.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
39026,2025-04-10 02:51:53,67477.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
39026,2025-04-10 02:21:48,67477.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,16.0,(0000): Comunicação Ok.,
39026,2025-04-10 01:51:17,67477.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,16.0,(0000): Comunicação Ok.,
39026,2025-04-10 01:20:44,67477.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,16.0,(0000): Comunicação Ok.,
39026,2025-04-10 00:49:51,67477.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,18.0,(0000): Comunicação Ok.,
39026,2025-04-10 00:19:36,67477.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
39026,2025-04-09 23:49:11,67477.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
39026,2025-04-09 23:19:05,67477.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,28.0,(0000): Comunicação Ok.,
39026,2025-04-09 22:48:19,67477.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
39026,2025-04-09 22:18:13,67477.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,22.0,(0000): Comunicação Ok.,
39026,2025-04-09 21:48:00,67477.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,20.0,(0000): Comunicação Ok.,
39026,2025-04-09 21:17:51,67477.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,16.0,(0000): Comunicação Ok.,
39026,2025-04-09 20:47:17,67477.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,20.0,(0000): Comunicação Ok.,
39026,2025-04-09 04:19:30,67477.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,16.0,(0000): Comunicação Ok.,
39026,2025-04-09 03:48:58,67477.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,16.0,(0000): Comunicação Ok.,
39026,2025-04-09 03:17:36,67477.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,16.0,(0000): Comunicação Ok.,
39026,2025-04-09 02:47:42,67477.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,16.0,(0000): Comunicação Ok.,
39026,2025-04-09 02:17:10,67477.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,16.0,(0000): Comunicação Ok.,
39026,2025-04-09 01:46:37,67477.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,16.0,(0000): Comunicação Ok.,
39026,2025-04-09 01:17:19,67477.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
39026,2025-04-09 00:46:37,67477.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,16.0,(0000): Comunicação Ok.,
39026,2025-04-09 00:16:41,67477.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,16.0,(0000): Comunicação Ok.,
39050,2025-04-10 04:15:53,66940.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
39050,2025-04-10 03:45:20,66940.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,16.0,(0000): Comunicação Ok.,
39050,2025-04-10 03:15:27,66940.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
39050,2025-04-10 02:45:11,66940.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,16.0,(0000): Comunicação Ok.,
39050,2025-04-10 02:13:50,66940.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
39050,2025-04-10 01:43:17,66940.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
39050,2025-04-10 01:12:18,66940.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,18.0,(0000): Comunicação Ok.,
39050,2025-04-10 00:42:12,66940.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,22.0,(0000): Comunicação Ok.,
39050,2025-04-09 04:46:21,66940.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,16.0,(0000): Comunicação Ok.,
39050,2025-04-09 04:15:23,66940.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,16.0,(0000): Comunicação Ok.,
39050,2025-04-09 03:44:50,66940.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
39050,2025-04-09 03:14:17,66940.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
39050,2025-04-09 02:44:22,66940.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,16.0,(0000): Comunicação Ok.,
39050,2025-04-09 02:13:49,66940.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,16.0,(0000): Comunicação Ok.,
39050,2025-04-09 01:43:55,66940.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,16.0,(0000): Comunicação Ok.,
39050,2025-04-09 01:13:59,66940.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
39050,2025-04-09 00:43:16,66940.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,16.0,(0000): Comunicação Ok.,
39050,2025-04-09 00:12:26,66940.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
39066,2025-04-10 04:46:40,66932.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,16.0,(0000): Comunicação Ok.,
39066,2025-04-10 04:15:54,66932.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
39066,2025-04-10 03:45:21,66932.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
39066,2025-04-10 03:15:26,66932.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,16.0,(0000): Comunicação Ok.,
39066,2025-04-10 02:45:11,66932.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,16.0,(0000): Comunicação Ok.,
39066,2025-04-10 02:13:50,66932.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,16.0,(0000): Comunicação Ok.,
39066,2025-04-10 01:43:17,66932.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
39066,2025-04-10 01:12:44,66932.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
39066,2025-04-10 00:42:38,66932.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,18.0,(0000): Comunicação Ok.,
39066,2025-04-10 00:12:23,66932.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,19.0,(0000): Comunicação Ok.,
39066,2025-04-09 23:41:55,66932.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
39066,2025-04-09 23:11:49,66932.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
39066,2025-04-09 22:41:15,66932.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
39066,2025-04-09 22:11:08,66932.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,19.0,(0000): Comunicação Ok.,
39066,2025-04-09 21:40:32,66932.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,19.0,(0000): Comunicação Ok.,
39066,2025-04-09 21:10:23,66932.0,0.0,91.11,177.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
39066,2025-04-09 20:39:50,66932.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,24.0,(0000): Comunicação Ok.,
39066,2025-04-09 05:14:33,66932.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,16.0,(0000): Comunicação Ok.,
39066,2025-04-09 04:44:39,66932.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
39066,2025-04-09 04:14:06,66932.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,16.0,(0000): Comunicação Ok.,
39066,2025-04-09 03:43:07,66932.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
39066,2025-04-09 03:12:33,66932.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
39066,2025-04-09 02:42:12,66932.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
39066,2025-04-09 02:11:41,66932.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,16.0,(0000): Comunicação Ok.,
39066,2025-04-09 01:41:46,66932.0,0.0,91.11,169.0,286.0,23.0,271.0,00.00.00.00,LOCAL,Val,Nenhuma,17.0,(0000): Comunicação Ok.,
