Arquivo,Tamanho (KB),Data Modificação
TG039_39050_66940_01349_039_20251104002908_91.13.BIN,38.74,04/11/2025 00:29
TG039_39516_66747_00488_039_20251104001324_91.13.BIN,45.12,04/11/2025 00:14
TG037_37502_67659_00988_037_20251104092045_91.13.BIN,23.55,05/11/2025 00:21
TG037_37502_67659_00989_037_20251104120210_91.13.BIN,5.33,05/11/2025 00:21
TG037_37502_67659_00990_037_20251104142915_91.13.BIN,12.24,05/11/2025 00:21
TG037_37512_67116_00904_037_20251104132159_91.13.BIN,50.20,04/11/2025 20:48
TG037_37512_67116_00905_037_20251104204145_91.13.BIN,36.25,04/11/2025 20:48
TG039_39009_66975_01405_039_20251104063228_91.13.BIN,11.67,04/11/2025 23:43
TG039_39009_66975_01406_039_20251104140539_91.13.BIN,38.80,04/11/2025 23:43
TG039_39009_66975_01407_039_20251104234457_91.13.BIN,39.65,04/11/2025 23:43
TG039_39018_67724_01372_039_20251104194028_91.13.BIN,69.68,04/11/2025 19:47
TG039_39026_67722_01025_039_20251104203950_91.13.BIN,53.58,04/11/2025 20:41
TG039_39036_67000_00926_039_20251104201652_91.13.BIN,74.31,04/11/2025 20:17
TG039_39050_66940_01350_039_20251104145750_91.13.BIN,39.06,04/11/2025 23:30
TG039_39050_66940_01351_039_20251104232953_91.13.BIN,34.86,04/11/2025 23:30
TG039_39064_66960_00926_039_20251104073333_91.13.BIN,22.57,04/11/2025 07:33
TG039_39064_66960_00927_039_20251104215255_91.13.BIN,39.40,04/11/2025 21:54
TG039_39066_67606_00930_039_20251104151301_91.13.BIN,53.46,05/11/2025 00:33
TG039_39070_67623_01389_039_20251104132202_91.13.BIN,41.95,04/11/2025 20:55
TG039_39070_67623_01390_039_20251104205426_91.13.BIN,30.37,04/11/2025 20:56
TG039_39074_66815_01528_039_20251104061802_91.13.BIN,10.69,04/11/2025 23:09
TG039_39074_66815_01529_039_20251104134428_91.13.BIN,34.42,04/11/2025 23:09
TG039_39074_66815_01530_039_20251104230413_91.13.BIN,47.15,04/11/2025 23:09
TG039_39075_67410_01601_039_20251104104712_91.13.BIN,30.21,04/11/2025 10:47
TG039_39075_67410_01602_039_20251104183043_91.13.BIN,25.14,04/11/2025 18:33
TG039_39096_67518_01223_039_20251104192957_91.13.BIN,71.69,04/11/2025 19:38
TG039_39105_67701_00928_039_20251104114115_91.13.BIN,23.07,04/11/2025 11:40
TG039_39105_67701_00929_039_20251104192142_91.13.BIN,16.68,04/11/2025 19:22
TG039_39119_67716_01043_039_20251104153513_91.13.BIN,53.12,04/11/2025 22:55
TG039_39119_67716_01044_039_20251104225608_91.13.BIN,26.35,04/11/2025 22:55
TG039_39121_66993_00634_039_20251104193548_91.13.BIN,60.85,04/11/2025 19:38
TG039_39125_67622_00914_039_20251104203851_91.13.BIN,16.02,04/11/2025 20:40
TG039_39129_67687_00578_039_20251104205939_91.13.BIN,19.83,04/11/2025 21:00
TG039_39130_67894_01360_039_20251104192104_91.13.BIN,77.88,04/11/2025 19:35
TG039_39140_67429_01195_039_20251104194721_91.13.BIN,61.61,04/11/2025 20:33
TG039_39141_66714_01638_039_20251104123930_91.13.BIN,30.14,04/11/2025 21:11
TG039_39141_66714_01639_039_20251104211026_91.13.BIN,43.08,04/11/2025 21:11
TG039_39142_67702_01403_039_20251104101150_91.13.BIN,23.19,04/11/2025 10:12
TG039_39142_67702_01404_039_20251104182106_91.13.BIN,13.74,04/11/2025 18:22
TG039_39502_66550_02169_039_20251104145312_91.13.BIN,45.77,04/11/2025 21:54
TG039_39502_66550_02170_039_20251104215322_91.13.BIN,34.31,04/11/2025 21:54
TG039_39509_66193_01631_039_20251104201425_91.13.BIN,86.51,04/11/2025 20:26
TG039_39510_67069_00321_039_20251104133044_91.13.BIN,28.52,04/11/2025 23:20
TG039_39510_67069_00322_039_20251104232037_91.13.BIN,27.31,04/11/2025 23:20
TG039_39516_66747_00489_039_20251104131205_91.13.BIN,54.90,04/11/2025 22:54
TG039_39516_66747_00490_039_20251104201934_91.13.BIN,41.85,04/11/2025 22:54
TG039_39516_66747_00491_039_20251104225446_91.13.BIN,10.31,04/11/2025 22:54
TG039_39531_67442_01235_039_20251104102909_91.13.BIN,20.52,04/11/2025 10:30
TG039_39531_67442_01236_039_20251104195931_91.13.BIN,21.75,04/11/2025 19:59
TG039_39535_66204_01366_039_20251104123431_91.13.BIN,42.49,04/11/2025 22:50
TG039_39535_66204_01367_039_20251104225136_91.13.BIN,48.44,04/11/2025 22:50
TG039_39536_66234_01167_039_20251104100810_91.13.BIN,26.38,04/11/2025 10:08
TG039_39536_66234_01168_039_20251104192818_91.13.BIN,33.17,04/11/2025 19:27
TG039_39539_67466_01010_039_20251104151000_91.13.BIN,45.74,04/11/2025 22:39
TG039_39539_67466_01011_039_20251104224045_91.13.BIN,28.55,04/11/2025 22:39
TG039_39540_68261_00774_039_20251104103504_91.13.BIN,17.10,04/11/2025 10:36
TG039_39540_68261_00776_039_20251104192129_91.13.BIN,10.19,04/11/2025 19:22
TG039_39541_67364_01155_039_20251104093353_91.13.BIN,18.70,04/11/2025 09:35
TG039_39541_67364_01156_039_20251104182920_91.13.BIN,15.14,04/11/2025 18:29
TG039_39542_66581_01280_039_20251104194258_91.13.BIN,66.24,04/11/2025 20:06
