Arquivo,Tamanho (KB),Data Modificação
TG039_39066_67606_01167_039_20260319003337_91.13.BIN,39.14,19/03/2026 00:36
TG039_39131_68443_01356_039_20260319000047_91.13.BIN,27.01,19/03/2026 00:00
TG039_39510_67765_01323_039_20260319002853_91.13.BIN,25.74,19/03/2026 00:29
TG037_37502_66891_00001_037_20260319232933_91.13.BIN,26.06,19/03/2026 23:29
TG037_37512_67116_01106_037_20260319132233_91.13.BIN,44.31,19/03/2026 13:22
TG037_37512_67116_01107_037_20260319203728_91.13.BIN,33.83,19/03/2026 20:38
TG037_37517_68081_01234_037_20260319143755_91.13.BIN,30.40,19/03/2026 14:37
TG037_37523_67198_01402_037_20260319200423_91.13.BIN,86.95,19/03/2026 20:03
TG039_39009_66975_01580_039_20260319191825_91.13.BIN,46.45,19/03/2026 19:21
TG039_39017_66369_01266_039_20260319192452_91.13.BIN,85.68,19/03/2026 19:25
TG039_39018_67724_01512_039_20260319194759_91.13.BIN,41.76,19/03/2026 19:48
TG039_39026_67722_01197_039_20260319194743_91.13.BIN,41.53,19/03/2026 19:49
TG039_39034_67040_01170_039_20260319203742_91.13.BIN,42.43,19/03/2026 20:38
TG039_39036_67000_01062_039_20260319140117_91.13.BIN,39.71,19/03/2026 14:02
TG039_39036_67000_01063_039_20260319235232_91.13.BIN,37.34,19/03/2026 23:54
TG039_39037_67742_01078_039_20260319184909_91.13.BIN,44.00,19/03/2026 18:49
TG039_39046_67234_01474_039_20260319094906_91.13.BIN,19.32,19/03/2026 09:49
TG039_39046_67234_01475_039_20260319182917_91.13.BIN,18.13,19/03/2026 18:30
TG039_39050_66940_01561_039_20260319135036_91.13.BIN,36.74,20/03/2026 00:38
TG039_39059_67424_01044_039_20260319204505_91.13.BIN,9.42,19/03/2026 20:57
TG039_39066_67606_01168_039_20260319150511_91.13.BIN,40.17,20/03/2026 00:37
TG039_39070_66648_00940_039_20260319125754_91.13.BIN,60.59,19/03/2026 21:20
TG039_39070_66648_00941_039_20260319211858_91.13.BIN,35.80,19/03/2026 21:20
TG039_39074_66815_01815_039_20260319061957_91.13.BIN,9.50,19/03/2026 13:41
TG039_39074_66815_01816_039_20260319134057_91.13.BIN,29.52,19/03/2026 13:41
TG039_39074_66815_01817_039_20260319225554_91.13.BIN,29.23,19/03/2026 22:56
TG039_39075_67410_01801_039_20260319100015_91.13.BIN,26.46,19/03/2026 10:00
TG039_39075_67410_01802_039_20260319181030_91.13.BIN,27.71,19/03/2026 18:10
TG039_39096_67518_01345_039_20260319051458_91.13.BIN,3.21,19/03/2026 05:15
TG039_39096_67518_01346_039_20260319102508_91.13.BIN,23.50,19/03/2026 10:25
TG039_39096_67518_01347_039_20260319192838_91.13.BIN,18.54,19/03/2026 19:32
TG039_39098_67417_01131_039_20260319174017_91.13.BIN,16.79,19/03/2026 17:40
TG039_39105_67701_01107_039_20260319184705_91.13.BIN,46.49,19/03/2026 18:47
TG039_39121_66993_00809_039_20260319131543_91.13.BIN,24.27,19/03/2026 22:30
TG039_39121_66993_00810_039_20260319222937_91.13.BIN,20.85,19/03/2026 22:30
TG039_39128_67311_00488_039_20260319202710_91.13.BIN,30.17,19/03/2026 20:27
TG039_39129_67687_00692_039_20260319223055_91.13.BIN,45.87,19/03/2026 22:31
TG039_39130_67894_01511_039_20260319114233_91.13.BIN,26.39,19/03/2026 21:36
TG039_39130_67894_01512_039_20260319213616_91.13.BIN,47.00,19/03/2026 21:36
TG039_39131_68443_01357_039_20260319125644_91.13.BIN,35.25,19/03/2026 12:57
TG039_39131_68443_01358_039_20260319223449_91.13.BIN,44.26,19/03/2026 22:40
TG039_39133_67196_01403_039_20260319170900_91.13.BIN,3.94,19/03/2026 21:21
TG039_39133_67196_01404_039_20260319212017_91.13.BIN,27.06,19/03/2026 21:21
TG039_39140_67429_01347_039_20260319194011_91.13.BIN,72.63,19/03/2026 19:41
TG039_39141_66714_01887_039_20260319185145_91.13.BIN,18.75,19/03/2026 18:53
TG039_39142_67702_01635_039_20260319130719_91.13.BIN,35.71,19/03/2026 13:08
TG039_39142_67702_01636_039_20260319210431_91.13.BIN,36.89,19/03/2026 21:12
TG039_39502_66550_02394_039_20260319123353_91.13.BIN,38.54,19/03/2026 12:34
TG039_39502_66550_02395_039_20260319232437_91.13.BIN,61.65,19/03/2026 23:26
TG039_39534_66943_01493_039_20260319184928_91.13.BIN,82.02,19/03/2026 18:50
TG039_39539_67466_01183_039_20260319092136_91.13.BIN,23.02,19/03/2026 09:21
TG039_39539_67466_01184_039_20260319183040_91.13.BIN,17.67,19/03/2026 18:30
TG039_39540_68261_00935_039_20260319102853_91.13.BIN,19.67,19/03/2026 10:29
TG039_39540_68261_00936_039_20260319185225_91.13.BIN,13.27,19/03/2026 19:01
TG039_39541_67956_01490_039_20260319121714_91.13.BIN,33.63,19/03/2026 12:18
TG039_39541_67956_01491_039_20260319224717_91.13.BIN,36.67,19/03/2026 22:47
TG039_39546_67472_00898_039_20260319204150_91.13.BIN,83.44,19/03/2026 20:42
