Arquivo,Tamanho (KB),Data Modificação
TG039_39070_67623_01545_039_20260126001407_91.13.BIN,58.89,26/01/2026 00:14
TG037_37508_67602_00358_037_20260126145448_91.13.BIN,48.13,26/01/2026 21:51
TG037_37508_67602_00359_037_20260126215129_91.13.BIN,23.12,26/01/2026 21:51
TG037_37509_67799_01283_037_20260126191212_91.13.BIN,8.96,26/01/2026 19:13
TG039_269098_67417_01073_039_20260126043309_91.13.BIN,5.03,26/01/2026 04:33
TG039_269098_67417_01074_039_20260126052959_91.13.BIN,2.56,26/01/2026 05:30
TG039_39009_66975_01489_039_20260126063349_91.13.BIN,16.08,27/01/2026 00:01
TG039_39009_66975_01490_039_20260126161616_91.13.BIN,33.58,27/01/2026 00:01
TG039_39010_67846_01438_039_20260126094819_91.13.BIN,12.68,26/01/2026 09:48
TG039_39010_67846_01439_039_20260126211719_91.13.BIN,26.26,26/01/2026 21:17
TG039_39026_67722_01137_039_20260126195909_91.13.BIN,39.94,26/01/2026 20:01
TG039_39031_66664_01243_039_20260126145928_91.13.BIN,43.99,26/01/2026 23:21
TG039_39031_66664_01244_039_20260126232140_91.13.BIN,18.16,26/01/2026 23:21
TG039_39041_67728_01294_039_20260126201352_91.13.BIN,49.06,26/01/2026 20:14
TG039_39050_66940_01493_039_20260126133959_91.13.BIN,46.14,27/01/2026 00:21
TG039_39066_67606_01080_039_20260126130932_91.13.BIN,51.95,26/01/2026 20:31
TG039_39066_67606_01081_039_20260126202802_91.13.BIN,31.53,26/01/2026 20:31
TG039_39070_67623_01546_039_20260126132052_91.13.BIN,45.91,26/01/2026 20:43
TG039_39070_67623_01547_039_20260126204332_91.13.BIN,38.12,26/01/2026 20:43
TG039_39070_67623_01548_039_20260126212223_91.13.BIN,2.60,26/01/2026 21:22
TG039_39074_66815_01705_039_20260126061833_91.13.BIN,14.10,26/01/2026 21:17
TG039_39074_66815_01706_039_20260126155554_91.13.BIN,46.15,26/01/2026 21:17
TG039_39074_66815_01707_039_20260126211744_91.13.BIN,18.71,26/01/2026 21:17
TG039_39074_66815_01708_039_20260126214155_91.13.BIN,2.61,26/01/2026 21:42
TG039_39075_67410_01733_039_20260126052146_91.13.BIN,3.80,26/01/2026 05:21
TG039_39075_67410_01734_039_20260126085628_91.13.BIN,16.85,26/01/2026 19:59
TG039_39075_67410_01735_039_20260126134553_91.13.BIN,24.26,26/01/2026 19:59
TG039_39075_67410_01736_039_20260126195537_91.13.BIN,25.35,26/01/2026 19:59
TG039_39105_67701_01031_039_20260126191826_91.13.BIN,67.67,26/01/2026 19:20
TG039_39119_67716_01137_039_20260126181658_91.13.BIN,22.12,26/01/2026 18:16
TG039_39122_67484_01253_039_20260126061117_91.13.BIN,7.12,26/01/2026 06:11
TG039_39129_67687_00628_039_20260126222817_91.13.BIN,15.72,26/01/2026 22:28
TG039_39130_67894_01436_039_20260126061159_91.13.BIN,5.04,26/01/2026 09:40
TG039_39130_67894_01437_039_20260126093958_91.13.BIN,19.21,26/01/2026 09:40
TG039_39135_66580_01468_039_20260126110515_91.13.BIN,34.90,26/01/2026 11:05
TG039_39135_66580_01469_039_20260126183201_91.13.BIN,19.48,26/01/2026 18:31
TG039_39140_67429_01293_039_20260126060055_91.13.BIN,5.63,26/01/2026 19:46
TG039_39140_67429_01294_039_20260126075414_91.13.BIN,10.70,26/01/2026 19:46
TG039_39140_67429_01295_039_20260126194630_91.13.BIN,47.23,26/01/2026 19:46
TG039_39141_66714_01797_039_20260126123740_91.13.BIN,31.38,26/01/2026 21:12
TG039_39141_66714_01798_039_20260126204808_91.13.BIN,37.88,26/01/2026 21:12
TG039_39142_67702_01553_039_20260126095425_91.13.BIN,25.88,26/01/2026 09:54
TG039_39142_67702_01554_039_20260126135238_91.13.BIN,4.03,26/01/2026 13:54
TG039_39142_67702_01555_039_20260126175354_91.13.BIN,22.58,26/01/2026 17:53
TG039_39501_67588_00876_039_20260126153751_91.13.BIN,18.32,26/01/2026 22:47
TG039_39501_67588_00877_039_20260126224719_91.13.BIN,17.42,26/01/2026 22:47
TG039_39502_66550_02317_039_20260126095744_91.13.BIN,20.33,26/01/2026 09:57
TG039_39502_66550_02318_039_20260126191037_91.13.BIN,23.64,26/01/2026 19:10
TG039_39505_66110_01109_039_20260126130933_91.13.BIN,42.28,26/01/2026 20:28
TG039_39505_66110_01110_039_20260126202723_91.13.BIN,31.45,26/01/2026 20:28
TG039_39508_66868_01084_039_20260126205530_91.13.BIN,26.34,26/01/2026 20:55
