Arquivo,Tamanho (KB),Data Modificação
TG039_39066_67606_01111_039_20260217000809_91.13.BIN,36.93,17/02/2026 00:07
TG039_37523_67198_01360_039_20260217123419_91.13.BIN,12.22,17/02/2026 22:04
TG039_37523_67198_01361_039_20260217220321_91.13.BIN,26.46,17/02/2026 22:04
TG039_39026_67722_01155_039_20260217050823_91.13.BIN,2.88,17/02/2026 05:09
TG039_39026_67722_01156_039_20260217141944_91.13.BIN,33.54,17/02/2026 14:18
TG039_39026_67722_01157_039_20260217203341_91.13.BIN,26.85,17/02/2026 20:33
TG039_39064_66960_01060_039_20260217135121_91.13.BIN,21.80,17/02/2026 13:51
TG039_39066_67606_01112_039_20260217141918_91.13.BIN,34.81,17/02/2026 14:21
TG039_39066_67606_01113_039_20260217232705_91.13.BIN,45.65,17/02/2026 23:27
TG039_39070_67623_01578_039_20260217125850_91.13.BIN,39.64,17/02/2026 21:47
TG039_39070_67623_01579_039_20260217214237_91.13.BIN,33.44,17/02/2026 21:47
TG039_39074_66815_01741_039_20260217133409_91.13.BIN,38.22,17/02/2026 13:34
TG039_39075_67410_01762_039_20260217135002_91.13.BIN,39.08,17/02/2026 13:50
TG039_39075_67410_01763_039_20260217163515_91.13.BIN,15.59,17/02/2026 16:35
TG039_39133_67196_01373_039_20260217145344_91.13.BIN,43.52,17/02/2026 14:54
TG039_39133_67196_01374_039_20260217182959_91.13.BIN,12.44,17/02/2026 18:30
TG039_39141_66714_01833_039_20260217134922_91.13.BIN,28.39,17/02/2026 13:49
TG039_39142_67702_01585_039_20260217130944_91.13.BIN,18.43,17/02/2026 13:10
TG039_39142_67702_01586_039_20260217223740_91.13.BIN,17.32,17/02/2026 22:38
TG039_39509_66193_01804_039_20260217111725_91.13.BIN,32.04,17/02/2026 20:21
TG039_39509_66193_01805_039_20260217192953_91.13.BIN,27.79,17/02/2026 20:21
TG039_39535_66204_01514_039_20260217134039_91.13.BIN,45.91,17/02/2026 13:40
TG039_39535_66204_01515_039_20260217223741_91.13.BIN,26.53,17/02/2026 22:38
TG039_39536_66234_01339_039_20260217123321_91.13.BIN,24.99,17/02/2026 12:34
TG039_39541_67956_01442_039_20260217054923_91.13.BIN,16.59,17/02/2026 05:49
TG039_39546_67472_00854_039_20260217122038_91.13.BIN,36.89,17/02/2026 21:36
TG039_39546_67472_00855_039_20260217213559_91.13.BIN,38.86,17/02/2026 21:36
