Arquivo,Tamanho (KB),Data Modificação
TG039_39010_67846_01374_039_20251213003359_91.13.BIN,32.53,13/12/2025 00:34
TG039_39066_67606_01008_039_20251213003607_91.13.BIN,39.78,13/12/2025 00:39
TG037_37512_67116_00967_037_20251213142018_91.13.BIN,15.52,13/12/2025 20:33
TG037_37512_67116_00968_037_20251213201459_91.13.BIN,12.39,13/12/2025 20:33
TG039_37523_67198_01278_039_20251213132857_91.13.BIN,51.43,13/12/2025 13:30
TG039_39010_67846_01375_039_20251213141530_91.13.BIN,47.55,13/12/2025 23:49
TG039_39010_67846_01376_039_20251213234753_91.13.BIN,40.56,13/12/2025 23:49
TG039_39026_67722_01071_039_20251213114143_91.13.BIN,31.72,13/12/2025 22:31
TG039_39026_67722_01072_039_20251213223015_91.13.BIN,24.74,13/12/2025 22:31
TG039_39041_67728_01237_039_20251213151332_91.13.BIN,45.43,13/12/2025 15:14
TG039_39070_67623_01465_039_20251213131557_91.13.BIN,39.80,13/12/2025 21:02
TG039_39070_67623_01466_039_20251213210149_91.13.BIN,44.98,13/12/2025 21:02
TG039_39074_66815_01619_039_20251213143118_91.13.BIN,6.82,13/12/2025 23:48
TG039_39074_66815_01620_039_20251213234619_91.13.BIN,47.02,13/12/2025 23:48
TG039_39075_67410_01657_039_20251213144712_91.13.BIN,40.08,13/12/2025 22:17
TG039_39075_67410_01658_039_20251213221809_91.13.BIN,29.26,13/12/2025 22:17
TG039_39119_67716_01090_039_20251213142341_91.13.BIN,46.97,13/12/2025 14:25
TG039_39140_67429_01244_039_20251213134016_91.13.BIN,34.76,13/12/2025 13:40
TG039_39141_66714_01715_039_20251213150330_91.13.BIN,35.36,13/12/2025 22:08
TG039_39141_66714_01716_039_20251213220722_91.13.BIN,20.47,13/12/2025 22:08
TG039_39142_67702_01472_039_20251213120306_91.13.BIN,13.81,13/12/2025 19:47
TG039_39142_67702_01473_039_20251213194701_91.13.BIN,18.91,13/12/2025 19:47
TG039_39502_66550_02240_039_20251213135251_91.13.BIN,30.06,13/12/2025 22:45
TG039_39502_66550_02241_039_20251213224028_91.13.BIN,38.67,13/12/2025 22:45
TG039_39512_66924_01134_039_20251213161302_91.13.BIN,42.78,14/12/2025 00:01
TG039_39516_66747_00559_039_20251213154012_91.13.BIN,57.39,14/12/2025 00:49
TG039_39516_66747_00560_039_20251213201720_91.13.BIN,20.33,14/12/2025 00:49
TG039_39532_67577_01277_039_20251213142844_91.13.BIN,30.44,13/12/2025 14:29
TG039_39536_66234_01239_039_20251213151744_91.13.BIN,40.88,13/12/2025 15:19
TG039_39539_67466_01065_039_20251213142455_91.13.BIN,19.48,13/12/2025 14:26
TG039_39541_67956_01376_039_20251213145402_91.13.BIN,11.57,13/12/2025 21:35
TG039_39541_67956_01377_039_20251213213500_91.13.BIN,25.57,13/12/2025 21:35
TG039_39542_66581_01320_039_20251213122026_91.13.BIN,41.73,13/12/2025 19:37
TG039_39542_66581_01321_039_20251213193541_91.13.BIN,40.05,13/12/2025 19:37
