Arquivo,Tamanho (KB),Data Modificação
TG039_39134_66273_01150_039_20251220003646_91.13.BIN,22.74,20/12/2025 00:38
TG039_39516_66747_00572_039_20251220002629_91.13.BIN,52.26,20/12/2025 00:28
TG039_37523_67198_01286_039_20251220163525_91.13.BIN,56.16,20/12/2025 16:35
TG039_39010_67846_01386_039_20251220125047_91.13.BIN,5.38,20/12/2025 12:52
TG039_39026_67722_01081_039_20251220115839_91.13.BIN,34.15,20/12/2025 21:29
TG039_39026_67722_01082_039_20251220133716_91.13.BIN,5.71,20/12/2025 21:29
TG039_39026_67722_01083_039_20251220212917_91.13.BIN,35.67,20/12/2025 21:29
TG039_39041_67728_01245_039_20251220135008_91.13.BIN,32.54,20/12/2025 13:50
TG039_39050_66940_01432_039_20251220143905_91.13.BIN,35.18,21/12/2025 00:00
TG039_39066_67606_01021_039_20251220151754_91.13.BIN,64.39,21/12/2025 00:26
TG039_39070_67623_01480_039_20251220212638_91.13.BIN,24.63,20/12/2025 21:26
TG039_39074_66815_01636_039_20251220133638_91.13.BIN,39.35,20/12/2025 21:10
TG039_39074_66815_01637_039_20251220211014_91.13.BIN,46.85,20/12/2025 21:10
TG039_39075_67410_01670_039_20251220145350_91.13.BIN,41.21,20/12/2025 22:26
TG039_39075_67410_01671_039_20251220222629_91.13.BIN,51.09,20/12/2025 22:26
TG039_39096_67518_01288_039_20251220124137_91.13.BIN,41.18,20/12/2025 20:08
TG039_39096_67518_01289_039_20251220200635_91.13.BIN,29.90,20/12/2025 20:08
TG039_39098_67417_01027_039_20251220122403_91.13.BIN,18.45,20/12/2025 20:55
TG039_39098_67417_01028_039_20251220205316_91.13.BIN,11.04,20/12/2025 20:55
TG039_39140_67429_01255_039_20251220214107_91.13.BIN,23.67,20/12/2025 21:41
TG039_39141_66714_01728_039_20251220050416_91.13.BIN,3.12,20/12/2025 05:05
TG039_39142_67702_01486_039_20251220130746_91.13.BIN,34.12,20/12/2025 23:07
TG039_39142_67702_01487_039_20251220230813_91.13.BIN,35.01,20/12/2025 23:07
TG039_39501_67588_00841_039_20251220155344_91.13.BIN,28.91,20/12/2025 15:55
TG039_39502_66550_02254_039_20251220154745_91.13.BIN,69.90,20/12/2025 15:48
TG039_39509_66193_01711_039_20251220143851_91.13.BIN,43.71,20/12/2025 14:40
TG039_39516_66747_00573_039_20251220142816_91.13.BIN,64.71,20/12/2025 23:48
TG039_39516_66747_00574_039_20251220234846_91.13.BIN,57.23,20/12/2025 23:48
TG039_39518_67819_01419_039_20251220135850_91.13.BIN,31.53,20/12/2025 23:37
TG039_39518_67819_01420_039_20251220233733_91.13.BIN,38.19,20/12/2025 23:37
TG039_39531_67442_01295_039_20251220135107_91.13.BIN,45.35,20/12/2025 13:51
TG039_39535_66204_01438_039_20251220151040_91.13.BIN,68.78,20/12/2025 21:40
TG039_39535_66204_01439_039_20251220214108_91.13.BIN,22.22,20/12/2025 21:40
