Arquivo,Tamanho (KB),Data Modificação
TG039_39516_66747_00529_039_20251127002148_91.13.BIN,45.99,27/11/2025 00:21
TG037_37508_67602_00307_037_20251127182847_91.13.BIN,46.37,27/11/2025 18:30
TG037_37512_67116_00938_037_20251127122611_91.13.BIN,31.65,27/11/2025 20:44
TG037_37512_67116_00939_037_20251127203154_91.13.BIN,40.18,27/11/2025 20:44
TG039_39009_66975_01448_039_20251127190235_91.13.BIN,49.40,27/11/2025 19:04
TG039_39010_67846_01344_039_20251127134518_91.13.BIN,32.82,27/11/2025 21:21
TG039_39010_67846_01345_039_20251127134707_91.13.BIN,2.46,27/11/2025 21:21
TG039_39010_67846_01346_039_20251127212113_91.13.BIN,42.44,27/11/2025 21:21
TG039_39021_66229_01013_039_20251127095714_91.13.BIN,24.70,27/11/2025 09:57
TG039_39030_66637_00488_039_20251127163413_91.13.BIN,37.85,27/11/2025 20:36
TG039_39030_66637_00489_039_20251127203327_91.13.BIN,13.05,27/11/2025 20:36
TG039_39031_66664_01178_039_20251127201306_91.13.BIN,24.26,27/11/2025 20:19
TG039_39036_67000_00951_039_20251127202930_91.13.BIN,53.07,27/11/2025 20:31
TG039_39046_67506_00873_039_20251127194330_91.13.BIN,8.28,27/11/2025 19:45
TG039_39050_66940_01388_039_20251127133521_91.13.BIN,33.04,28/11/2025 00:38
TG039_39066_67606_00978_039_20251127123820_91.13.BIN,7.56,27/11/2025 20:22
TG039_39066_67606_00979_039_20251127201958_91.13.BIN,47.05,27/11/2025 20:23
TG039_39070_67623_01435_039_20251127123218_91.13.BIN,26.20,27/11/2025 22:00
TG039_39070_67623_01436_039_20251127220033_91.13.BIN,50.25,27/11/2025 22:00
TG039_39074_66815_01585_039_20251127061804_91.13.BIN,12.94,28/11/2025 00:20
TG039_39074_66815_01586_039_20251127150723_91.13.BIN,33.69,28/11/2025 00:20
TG039_39075_67410_01631_039_20251127193707_91.13.BIN,76.85,27/11/2025 19:37
TG039_39105_67701_00963_039_20251127045833_91.13.BIN,3.67,27/11/2025 04:58
TG039_39119_67716_01069_039_20251127203142_91.13.BIN,60.73,27/11/2025 20:58
TG039_39121_66993_00667_039_20251127185633_91.13.BIN,37.69,27/11/2025 19:01
TG039_39126_68299_00714_039_20251127195231_91.13.BIN,51.38,27/11/2025 19:54
TG039_39129_67687_00601_039_20251127211016_91.13.BIN,37.26,27/11/2025 21:10
TG039_39135_66580_01374_039_20251127115716_91.13.BIN,26.77,27/11/2025 11:57
TG039_39135_66580_01375_039_20251127191342_91.13.BIN,20.52,27/11/2025 19:14
TG039_39140_67429_01221_039_20251127203412_91.13.BIN,63.50,27/11/2025 20:49
TG039_39141_66714_01689_039_20251127181214_91.13.BIN,14.58,27/11/2025 18:12
TG039_39142_67702_01449_039_20251127134017_91.13.BIN,37.30,27/11/2025 21:13
TG039_39142_67702_01450_039_20251127211321_91.13.BIN,37.97,27/11/2025 21:13
TG039_39501_67588_00812_039_20251127161029_91.13.BIN,31.79,27/11/2025 23:01
TG039_39501_67588_00813_039_20251127230243_91.13.BIN,28.56,27/11/2025 23:01
TG039_39502_66550_02212_039_20251127095037_91.13.BIN,9.47,27/11/2025 21:07
TG039_39502_66550_02213_039_20251127163057_91.13.BIN,23.57,27/11/2025 21:08
TG039_39502_66550_02214_039_20251127210117_91.13.BIN,23.17,27/11/2025 21:08
TG039_39509_66193_01668_039_20251127130901_91.13.BIN,37.89,27/11/2025 23:14
TG039_39509_66193_01669_039_20251127231345_91.13.BIN,19.07,27/11/2025 23:14
TG039_39510_67069_00355_039_20251127205746_91.13.BIN,35.67,27/11/2025 21:03
TG039_39512_66924_01106_039_20251127121525_91.13.BIN,23.81,27/11/2025 21:31
TG039_39512_66924_01107_039_20251127213029_91.13.BIN,25.09,27/11/2025 21:31
TG039_39516_66747_00530_039_20251127140116_91.13.BIN,35.16,27/11/2025 23:33
TG039_39516_66747_00531_039_20251127233349_91.13.BIN,43.32,27/11/2025 23:33
TG039_39531_67442_01271_039_20251127195315_91.13.BIN,21.59,27/11/2025 19:54
TG039_39534_66943_01366_039_20251127113921_91.13.BIN,19.98,27/11/2025 11:38
TG039_39534_66943_01367_039_20251127182918_91.13.BIN,22.99,27/11/2025 18:31
TG039_39535_66204_01404_039_20251127095503_91.13.BIN,31.15,27/11/2025 09:55
TG039_39535_66204_01405_039_20251127191325_91.13.BIN,32.72,27/11/2025 19:13
TG039_39536_66234_01207_039_20251127125132_91.13.BIN,37.62,27/11/2025 23:21
TG039_39536_66234_01208_039_20251127232049_91.13.BIN,50.26,27/11/2025 23:21
TG039_39540_68261_00809_039_20251127113559_91.13.BIN,27.60,27/11/2025 11:35
TG039_39540_68261_00810_039_20251127184917_91.13.BIN,17.54,27/11/2025 18:50
TG039_39545_67269_00814_039_20251127043537_91.13.BIN,2.91,27/11/2025 23:03
TG039_39545_67269_00815_039_20251127043608_91.13.BIN,0.93,27/11/2025 23:03
TG039_39545_67269_00816_039_20251127064810_91.13.BIN,15.43,27/11/2025 23:03
TG039_39545_67269_00817_039_20251127152245_91.13.BIN,34.25,27/11/2025 23:03
TG039_39545_67269_00818_039_20251127230355_91.13.BIN,35.44,27/11/2025 23:03
