Arquivo,Tamanho (KB),Data Modificação
TG039_39075_67410_01646_039_20251207000326_91.13.BIN,59.47,07/12/2025 00:02
TG039_39119_67716_01080_039_20251207002923_91.13.BIN,48.50,07/12/2025 00:29
TG037_37512_67116_00955_037_20251207133414_91.13.BIN,58.68,07/12/2025 22:05
TG037_37512_67116_00956_037_20251207220613_91.13.BIN,31.34,07/12/2025 22:05
TG039_39010_67846_01364_039_20251207122438_91.13.BIN,38.99,07/12/2025 22:22
TG039_39010_67846_01365_039_20251207222252_91.13.BIN,33.20,07/12/2025 22:22
TG039_39050_66940_01408_039_20251207140139_91.13.BIN,9.29,07/12/2025 22:45
TG039_39050_66940_01409_039_20251207224610_91.13.BIN,41.30,07/12/2025 22:45
TG039_39066_67606_00994_039_20251207145449_91.13.BIN,71.43,07/12/2025 14:54
TG039_39070_67623_01453_039_20251207122213_91.13.BIN,32.01,07/12/2025 21:40
TG039_39070_67623_01454_039_20251207214043_91.13.BIN,39.77,07/12/2025 21:40
TG039_39075_67410_01647_039_20251207230824_91.13.BIN,49.56,07/12/2025 23:14
TG039_39130_67894_01371_039_20251207133227_91.13.BIN,24.24,07/12/2025 13:32
TG039_39140_67429_01233_039_20251207140226_91.13.BIN,43.80,07/12/2025 21:06
TG039_39140_67429_01234_039_20251207210625_91.13.BIN,38.21,07/12/2025 21:06
TG039_39502_66550_02229_039_20251207150300_91.13.BIN,57.26,08/12/2025 00:16
TG039_39509_66193_01689_039_20251207113628_91.13.BIN,37.47,07/12/2025 19:22
TG039_39509_66193_01690_039_20251207192234_91.13.BIN,32.66,07/12/2025 19:22
TG039_39512_66924_01124_039_20251207141819_91.13.BIN,31.09,07/12/2025 22:40
TG039_39512_66924_01125_039_20251207223827_91.13.BIN,20.88,07/12/2025 22:40
TG039_39516_66747_00547_039_20251207135637_91.13.BIN,49.57,08/12/2025 00:23
TG039_39532_67577_01268_039_20251207123841_91.13.BIN,34.46,07/12/2025 12:52
TG039_39534_66943_01376_039_20251207141358_91.13.BIN,41.11,07/12/2025 21:24
TG039_39534_66943_01377_039_20251207212335_91.13.BIN,31.35,07/12/2025 21:24
TG039_39536_66234_01227_039_20251207150656_91.13.BIN,46.33,07/12/2025 15:06
